Title,Author,Start Date,End Date,Publication Year,Source,Volume,Issue,Beg page,End page,Order,Family,Genus,Species,Age,Latitude,Longitude,Number tracked,Total Mortality,Known Mortality,Total Harvest,Legal Harvest,Illegal Harvest,Vehicle,Fence,Electrocution,Wind Turbine,Powerline,Other Human,Predation,Disease,Accident/Injury,Starvation,Other Natural,Unknown
Survival and Cause-Specific Mortality of Female Northern Pintails in Southern Saskatchewan,Richkus,1998,2000,2005,The Journal of Wildlife Management,69,2,574,581,Anseriformes,Anatidae,Anas,Acuta,Adult,49.58333,-104.48285,14,15,13,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2
Nesting ecology of mallards in the Willamette Valley of Oregon,Rickerson,1995,1996,2001,Thesis: Oregon State University,,,1,79,Anseriformes,Anatidae,Anas,platyrhynchos,Adult,44.41642,-123.23433,72,12,12,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
Survival of ring-necked pheasant chicks during brood rearing,Riley,1990,1994,1998,The Journal of Wildlife Management,62,1,36,44,Galliformes,Phasianidae,Phasianus,colchicus,Juvenile,43.13839,-94.90499,332,156,156,0,0,0,0,0,0,0,0,0,133,0,0,0,23,0
Short-eared owl post-fledging survival and breeding season diet,Rivest,1993,1994,1998,Thesis: Utah State University,,,1,64,Strigiformes,Strigidae,Asio,flammeus,Juvenile,42.86606,-115.63860,25,16,12,0,0,0,1,0,0,0,0,0,5,0,1,4,1,4
Survival and Reproduction of Female Wild Turkeys in New York,Roberts,1990,1993,1995,The Journal of Wildlife Management,59,3,437,447,Galliformes,Phasianidae,Meleagris,gallopavo,Adult,42.49464,-75.81864,160,87,87,18,5,13,1,0,0,0,0,0,64,0,0,3,1,0
Survival of Little Spotted Kiwi Exposed to the Rodenticide Brodifacum,Robertson,1996,1996,2001,The Journal of Wildlife Management,65,1,29,34,Apterygiformes,Apterygidae,Apteryx,owenii,Adult,-40.84046,174.92467,10,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Chukar Seasonal Survival and Probable Causes of Mortality,Robinson,2005,2006,2009,The Journal of Wildlife Management,73,1,89,97,Galliformes,Phasianidae,Alectoris,chukar,Adult,40.96464,-112.22439,125,95,42,8,8,0,0,0,0,0,0,0,34,0,0,0,0,53
Lesser prairie-chicken fence collision risk across its northern distribution,Robinson,2013,2014,2016,The Journal of Wildlife Management,80,5,906,915,Galliformes,Phasianidae,Tympanuchus,pallidicinctus,Adult,38.79982,-100.69901,268,60,45,0,0,0,0,1,0,0,0,2,42,0,0,0,0,15
First year survival of great horned owls during a peak and decline of the snowshoe hare cycle,Rohner,1989,1992,1996,Canadian Journal of Zoology,74,6,1092,1097,Strigiformes,Strigidae,Bubo,virginianus,Juvenile,60.94059,-138.19423,94,39,39,0,0,0,6,0,0,0,0,0,11,13,0,0,9,0
Survival of Female scaled quail during the Breeding Season at Three Sites in the Chihuahuan Desert,Rollins,1999,2003,2009,Gamebird 2006: Quail VI and Perdix VII,,,456,466,Galliformes,Odontophoridae,Callipepla,squamata,Adult,30.56093,-103.23887,90,43,43,0,0,0,0,0,0,0,0,0,41,0,0,0,2,0
Survival of Female scaled quail during the Breeding Season at Three Sites in the Chihuahuan Desert,Rollins,1999,2003,2009,Gamebird 2006: Quail VI and Perdix VII,,,456,466,Galliformes,Odontophoridae,Callipepla,squamata,Adult,29.86987,-103.67188,118,18,18,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0
Survival of Female scaled quail during the Breeding Season at Three Sites in the Chihuahuan Desert,Rollins,1999,2003,2009,Gamebird 2006: Quail VI and Perdix VII,,,456,466,Galliformes,Odontophoridae,Callipepla,squamata,Adult,33.15866,-106.94448,209,83,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0,6
Survival and Causes of Mortality in Wintering Sharp-Shinned Hawks and Cooper's Hawks,Roth,1999,2004,2005,Wilson Bulletin,117,3,237,244,Accipitriformes,Accipitridae,Accipiter,cooperii,Juvenile,39.44969,-87.32203,67,20,20,0,0,0,2,0,0,0,1,0,15,0,2,0,0,0
The challenges of the first migration: movement and behaviour of juvenile vs. adult white storks with insights regarding juvenile mortality,Rotics,2011,2013,2016,Journal of Animal Ecology,85,,938,947,Ciconiiformes,ciconiidae,Ciconia,ciconia,Juvenile,52.48556,11.10411,64,4,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
Mortality and Refuge Use by Young Ring-Necked Ducks Before and During Hunting Season in North-Central Minnesota,Roy,2007,2010,2013,The Journal of Wildlife Management,77,5,947,956,Anseriformes,Anatidae,Aythya,collaris,Juvenile,47.22767,-94.14962,240,60,47,21,21,0,0,0,0,0,0,0,26,0,0,0,0,13
"Differences in mortality rates, dispersal distances and breeding success of commercially reared and wild grey partridges in the Czech agricultural landscape",Rymesova,2009,2011,2013,European Journal of Wildlife Research,59,2,147,158,Galliformes,Phasianidae,Perdix,perdix,Mulitple,49.38363,16.29373,110,85,81,0,0,0,0,0,0,0,0,2,73,0,0,0,6,4
Postfledging Survival and Development of Juvenile Lilac-crowned parrots,Salinas-Melgoza,1996,2003,2007,The Journal of Wildlife Management,71,1,761,771,Psittaciformes,Psittacidae,Amazona,finschi,Juvenile,19.36672,-104.93257,68,18,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8
Is hunting mortality additive or compensatory to natural mortality? Effects of experimental harvest on the survival and cause-specific mortality of ptarmigan,Sandercock,1996,1999,2011,Journal of Animal Ecology,80,1,244,258,Galliformes,Phasianidae,Lagopus,lagopus,Adult,63.16141,11.49385,206,108,95,53,53,0,0,0,0,0,0,0,42,0,0,0,0,13
Massive immigration balances high anthropogenic mortality in a stable eagle owl population,Schaub,1988,2008,2010,Biological Conservation,143,8,1911,1918,Strigiformes,Strigidae,Bubo,bubo,Adult,46.10383,6.81481,41,21,20,0,0,0,3,0,5,0,2,0,0,0,0,10,0,1
Mortality of black-tailed Godwit Limosa limosa and northern Lapwing Vanellus vanellus chicks in wet grasslands: influence of predation and agriculture,Schekkerman,2003,2005,2009,Journal of Ornithology,150,1,133,145,Charadriiformes,Charadriidae,Vanellus,vanellus,Juvenile,51.32180,5.48521,297,135,128,0,0,0,0,0,0,0,0,4,106,0,0,0,18,7
Mortality of black-tailed Godwit Limosa limosa and northern Lapwing Vanellus vanellus chicks in wet grasslands: influence of predation and agriculture,Schekkerman,2003,2005,2009,Journal of Ornithology,150,1,133,145,Charadriiformes,Scolopacidae,Limosa,limosa,Juvenile,51.32180,5.48521,365,223,195,0,0,0,0,0,0,0,0,22,149,0,0,0,24,28
Wood thrush nest success and post-fledging survival across a temporal pulse of small mammal abundnace in an oak forest,Schmidt,2003,2005,2008,Journal of Animal Ecology,77,4,830,837,Passeriformes,Turdidae,Hylocichla,mustelina,Juvenile,41.79641,-73.73462,74,11,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Chick survival of greater prairie chickens,Schole,2008,2008,2011,Studies in Avian Biology,39,,247,254,Galliformes,Phasianidae,Tympanuchus,cupido,Juvenile,40.24472,-96.26314,221,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
Ecology and population dynamics of American oystercatchers (Haematopus palliatus),Schulte,2004,2008,2012,Thesis: North Carolina State University,,,1,140,Charadriiformes,Haematopodidae,Haematopus,palliatus,Juvenile,34.73737,-76.43010,121,37,37,0,0,0,6,0,0,0,0,0,21,0,0,10,0,0
Movements and survival of Bachman's sparrows in response to prescribed summer burns in South Carolina,Seaman,1996,1997,2000,Proc Ann Conf SEAFWA,54,,227,240,Passeriformes,Emberizidae,Aimophila,aestivalis,Adult,33.32816,-81.75428,8,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Accounting for the low survival of the critically endangered northern bald ibis Geronticus eremita on a major migratory pathway,Serra,2007,2011,2015,Oryx,49,2,312,320,Ciconiiformes,Threkiornithidae,Geronticus,eremita,Juvenile,19.48188,49.68959,7,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Home Range and Habitat Use of Red-Tailed Hawks in Southwestern Georgia,Sexton,2004,2005,2005,Thesis: University of Georgia,,,1,88,Accipitriformes,Accipitridae,Buteo,jamaicensis,Adult,31.25221,-84.37194,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Postfledging Survival and Habitat Use of Spotted Towhees (Pipilo maculatus) in an urban park,Shipley,2008,2009,2011,Thesis: Portland State University,,,1,81,Passeriformes,Emberizidae,Pipilo,maculatus,Juvenile,45.42078,-122.70560,52,16,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"Western burrowing owls in southeast Alberta: juvenile survivorship from fledging to migration, effects of tags, and late-season diets",Shyry,1998,2000,2005,Thesis: University of Alberta,,,1,87,Strigiformes,Strigidae,Athene,cunicularia,Juvenile,50.30320,-111.54461,25,17,13,0,0,0,2,1,0,0,0,0,10,0,0,0,0,4
"Breeding ecology, survival rates and causes of mortality of hunted and nonhunted greater sage-grouse in Central Montana",Sika,2004,2005,2006,Thesis: Montana State University,,,1,118,Galliformes,Phasianidae,Centrocerus,urophasianus,Adult,46.68559,-108.12085,116,28,28,0,0,0,1,0,0,0,1,0,24,2,0,0,0,0
"Postfledging survival, movements, and dispersal of Ring Ouzels",Sim,2006,2008,2013,Auk,130,1,69,77,Passeriformes,Turdidae,Turdus,torquatus,Juvenile,56.93399,-3.41152,110,66,66,0,0,0,0,0,0,0,0,0,61,0,0,0,5,0
Fall-Winter Survival of Ruffed Grouse in New York State,Skrip,2007,2009,2011,The Northeastern Naturalist,18,4,395,410,Galliformes,Phasianidae,Bonasa,umbellus,Mulitple,42.56567,-74.18651,169,87,69,10,10,0,3,0,0,0,0,0,54,0,1,0,1,18
Predation and Hunting Mortality of Ruffed Grouse in Central Wisconsin,Small,1982,1988,1991,The Journal of Wildlife Management,55,3,512,520,Galliformes,Phasianidae,Bonasa,umbellus,Adult,44.01861,-89.38085,381,222,222,63,63,0,8,0,0,0,0,0,148,3,0,0,0,0
Survival and recruitment of juvenile harlequin ducks,Smith,1997,1998,2000,Thesis: Simon Fraser University,,,1,83,Anseriformes,Anatidae,Histrionicus,histrionicus,Juvenile,51.48778,-115.99993,35,15,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6
"Nesting ecology, chick survival and juvenile dispersal of Ruffed Grouse (Bonasa umbellus) in the Appalachian Mountains",Smith,1996,2002,2006,Thesis: West Virginia University,,,1,124,Galliformes,Phasianidae,Bonasa,umbellus,Juvenile,37.58665,-79.89327,37,23,23,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0
"Nesting ecology, chick survival and juvenile dispersal of Ruffed Grouse (Bonasa umbellus) in the Appalachian Mountains",Smith,1996,2002,2006,Thesis: West Virginia University,,,1,124,Galliformes,Phasianidae,Bonasa,umbellus,Juvenile,38.73992,-79.91496,62,37,37,0,0,0,2,0,0,0,0,0,19,0,0,0,16,0
Response of northern bobwhite to intensive habitat development on a prairie site in Mississippi,Smith,1997,1998,2001,Thesis: Mississippi State University,,,1,135,Galliformes,Odontophoridae,Colinus,virginianus,Adult,33.33589,-88.58083,145,59,57,0,0,0,0,0,0,0,0,0,56,1,0,0,0,2
Seasonal survival and treatment use of Northern bobwhites in Kansas,Smith,2010,2011,2014,Trans Kansas Acad Sci,117,1,1,14,Galliformes,Odontophoridae,Colinus,virginianus,Adult,39.18333,-96.85014,154,119,119,5,5,0,0,0,0,0,0,0,106,0,0,0,8,0
"Nesting ecology, chick survival and juvenile dispersal of Ruffed Grouse (Bonasa umbellus) in the Appalachian Mountains",Smith,1996,2002,2006,Thesis: West Virginia University,,,1,124,Galliformes,Phasianidae,Bonasa,umbellus,Juvenile,41.24975,-78.41126,179,126,126,0,0,0,2,0,0,0,0,0,60,0,2,0,62,0
"Home Ranges, Habitat Selection and Mortality of Ring-necked Pheasants in North-central Maryland",Smith,1988,1988,1999,The American Midland Naturalist,141,1,185,197,Galliformes,Phasianidae,Phasianus,colchicus,Adult,39.66461,-77.28601,26,15,13,0,0,0,2,0,0,0,0,0,11,0,0,0,0,2
Mortality Causes and Survival Rates of Hunted and Unhunted Willow Grouse,Smith,1992,1995,1999,The Journal of Wildlife Management,63,2,722,730,Galliformes,Phasianidae,Lagopus,lagopus,Adult,63.16021,12.40439,134,100,100,22,22,0,0,0,0,0,5,0,59,0,0,0,14,0
Mercury and Cause of Death in Great White Herons,Spalding,,,1994,The Journal of Wildlife Management,58,4,735,739,Pelecaniformes,Ardeidae,Ardea,herodias,Adult,26.72783,-80.75749,87,22,22,0,0,0,2,0,0,0,0,5,4,9,0,2,0,0
Survival and Reproduction of Female Wild Turkeys in a Suburban Environment,Spohr,1996,1997,2004,The Northeastern Naturalist,11,4,363,374,Galliformes,Phasianidae,Meleagris,gallopavo,Multiple,41.52015,-72.52476,59,33,27,2,0,2,2,0,0,0,0,0,21,2,0,0,0,6
Survival of mallard broods and ducklings departing overwater nesting structures in eastern South Dakota,Stafford,1998,1999,2002,Wildlife Society Bulletin,30,2,327,336,Anseriformes,Anatidae,Anas,platyrhynchos,Juvenile,44.59990,-96.96619,58,26,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15
Cause of death in willow ptarmigan chicks and the effect of intensive local predator control on chick production,Steen,1997,2004,2009,Wildlife Biology,15,1,53,59,Galliformes,Phasianidae,Lagopus,lagopus,Juvenile,62.58316,10.96799,253,68,68,0,0,0,0,0,0,0,0,0,52,0,9,0,7,0
Effects of radiomarking on prairie falcons: attachment failures provide insights about survival,Steenhof,1999,2002,2006,Wildlife Society Bulletin,34,1,116,126,Falconiformes,Falconidae,Falco,mexicanus,Adult,42.83057,-115.82166,40,5,5,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0
"Survival and home range characteristics of Merriam's turkey gobblers in the Black Hills, South Dakota",Steinke,2005,2006,2006,Thesis: South Dakota State University,,,1,47,Galliformes,Phasianidae,Meleagris,gallopavo,Adult,43.81869,-103.88995,74,48,40,38,38,0,0,0,0,0,0,0,2,0,0,0,0,8
Factors influencing survival of native and translocated mountain quail in Idaho and Washington,Stephenson,1992,1996,2011,The Journal of Wildlife Management,75,6,1315,1323,Galliformes,Odontophoridae,Oreortyx,pictus,Multiple,45.33820,-116.34445,181,111,92,0,0,0,0,0,0,0,0,6,86,0,0,0,0,19
Survival and Reproductive Biology of the Bachman's Sparrow,Stober,1995,1996,2000,Proc Ann Conf SEAFWA,54,,383,390,Passeriformes,Emberizidae,Aimophila,aestivalis,Adult,33.32816,-81.75428,38,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Survival rate and mortality of juvenile and immature eastern imperial eagles (Aquila heliaca) from Bulgaria studied by satellite telemetry,Stoychev,2009,2013,2014,Slovak Raptor Journal,8,1,53,60,Accipitriformes,Accipitridae,Aquila,heliaca,Juvenile,41.57763,25.92244,20,14,12,1,0,1,0,0,7,0,1,1,0,1,0,0,1,2
Movement and Cover-type selection by fledgling ovenbirds after independence from adult care,Streby,2007,2008,2012,Wilson Journal of Ornithology,124,3,620,625,Passeriformes,Parulidae,Seiurus,aurocapillus,Juvenile,47.37896,-94.62038,23,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Survival and Movements of post-fledging American Kestrels Hatched from Nest Boxes,Stupik,2013,2013,2015,The Northeastern Naturalist,22,1,20,31,Falconiformes,Falconidae,Falco,sparverius,Juvenile,41.96232,-72.28818,11,7,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1
Population ecology of the Chinese grouse in a fragmented landscape,Sun,1995,2000,2003,Biological Conservation,110,2,117,184,Galliformes,Phasianidae,Bonasa,sewerzowi,Mulitple,34.68528,103.52330,73,29,29,0,0,0,0,0,0,0,0,1,27,1,0,0,0,0
Sex ratios and survival of Mandarin ducks in the Tachia River of Central Taiwan,Sun,1999,2002,2011,Waterbirds,34,4,509,513,Anseriformes,Anatidae,Aix,galericulata,Adult,24.27806,121.18956,76,23,23,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0
A telemetry study of the social organization of a tawny owl population,Sunde,1998,2001,2004,Journal of Zoology,263,1,65,76,Strigiformes,Strigidae,Strix,aluco,Adult,55.96373,12.31290,22,6,5,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1
Diurnal Exposure as a Risk Sensitive Behavior in Tawny Owls Strix aluco?,Sunde,1998,2002,2003,Journal of Avian Biology,34,4,409,418,Strigiformes,Strigidae,Strix,aluco,Mulitple,55.96373,12.31290,27,20,20,0,0,0,5,0,0,0,0,0,11,2,0,2,0,0
Predators control post-fledging mortality in tawny owls,Sunde,1998,2003,2005,Oikos,110,3,461,472,Strigiformes,Strigidae,Strix,aluco,Juvenile,55.96373,12.31290,131,55,53,0,0,0,0,0,0,0,0,0,44,4,0,3,2,2
Northern bobwhite (Colinus virginianus) population ecology on reclaimed mined lands,Tanner,2009,2011,2012,Thesis: University of Tennessee Knoxville,,,1,98,Galliformes,Odontophoridae,Colinus,virginianus,Multiple,37.24423,-87.02350,627,433,215,0,0,0,0,0,0,0,0,0,215,0,0,0,0,218
Northern bobwhite habitat use and reproductive success in managed oldfield habitats in Mississippi,Taylor,1994,1995,1996,Thesis: Mississippi State University,,,1,103,Galliformes,Odontophoridae,Colinus,virginianus,Adult,33.65672,-88.79363,89,42,30,0,0,0,0,0,0,0,0,0,28,0,0,0,2,12
"Breeding season dynamics and spatial characteristics of scaled and Gambel's quail in desert shurbland, Trans-pecos, Texas",Temple,2012,2013,2014,Thesis: Sul Ross State University,,,1,52,Galliformes,Odontophoridae,Callipepla,gambelii,Adult,30.71088,-104.91587,45,15,12,0,0,0,0,0,0,0,0,2,10,0,0,0,0,3
"Breeding season dynamics and spatial characteristics of scaled and Gambel's quail in desert shurbland, Trans-pecos, Texas",Temple,2012,2013,2014,Thesis: Sul Ross State University,,,1,52,Galliformes,Odontophoridae,Callipepla,squamata,Adult,30.71088,-104.91587,45,10,8,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2
Henslow's Sparrow Winter-Survival Estimates and Response to Prescribed Burning,Thatcher,2001,2002,2006,The Journal of Wildlife Management,70,1,198,206,Passeriformes,Emberizidae,Ammodramus,henslowii,Adult,30.44693,-88.67857,83,14,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4
Raptor predation and population limitation in red grouse,Thirgood,1992,1998,2000,Journal of Animal Ecology,69,3,504,516,Galliformes,Phasianidae,Lagopus,lagopus,Adult,55.16616,-2.91508,308,207,192,6,6,0,0,0,0,0,0,0,186,0,0,0,0,15
Landscape Attributes Associated with Mortality Events of Wild Turkeys in Arkansas,Thogmartin,1993,1998,2000,Wildlife Society Bulletin,28,4,865,874,Galliformes,Phasianidae,Meleagris,gallopavo,Adult,34.72490,-93.68287,275,80,74,10,2,8,1,0,0,0,0,0,63,0,0,0,0,6
Dispersal ecology of greater sage-grouse in Northwestern Colorado: evidence from demographic and genetic methods,Thompson,2005,2007,2012,Thesis: University of Idaho,,,1,378,Galliformes,Phasianidae,Centrocerus,urophasianus,Juvenile,40.50539,-108.19293,754,417,416,2,2,0,0,0,0,0,0,0,371,0,0,0,43,1
"Habitat Use, Home Range, and Survival of Territorial Male Ruffed Grouse",Thompson,1984,1987,1989,The Journal of Wildlife Management,53,1,15,21,Galliformes,Phasianidae,Bonasa,umbellus,Mulitple,38.70948,-92.24132,32,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Seasonal survival rates and causes of mortality of Little Owls in Denmark,Thorup,2005,2008,2013,Journal of Ornithology,154,1,183,190,Strigiformes,Strigidae,Athene,noctua,Adult,55.96373,12.31290,29,10,10,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0
Post-Fledging Survival of Burrowing Owls in Saskatchewan,Todd,1997,2000,2003,The Journal of Wildlife Management,67,3,512,519,Strigiformes,Strigidae,Athene,cunicularia,Juvenile,50.35606,-105.11421,64,27,25,0,0,0,4,1,0,0,0,0,15,0,0,5,0,2
Survival and development of predator avoidance in the post-fledging period of the Whinchat (Saxicola rubetra): consequences for conservation measures,Tome,2007,2009,2012,Journal of Ornithology,153,1,131,138,Passeriformes,Muscicapidae,Saxicola,rubetra,Juvenile,45.66587,14.50049,74,24,24,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0
Post-fledging survival and dynamics of dispersal in long-eared owls Asio otus,Tome,1997,2000,2011,Bird Study,58,2,193,199,Strigiformes,Strigidae,Asio,otus,Juvenile,46.00012,14.50067,51,31,31,0,0,0,2,0,0,0,0,0,22,0,0,6,1,0
Predation of a wintering migratory songbird by introduced rats: can nocturnal roosting behavior serves as predator avoidance?,Townsend,2005,2008,2009,Condor,111,3,565,569,Passeriformes,Turdidae,Catharus,bicknelli,Adult,18.19802,-71.53015,53,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Effects of Hunting Opportunity Change on Survival of Male Merriam's Wild Turkeys in the Black Hills of Wyoming,Toy,2919,2011,2011,Thesis: Sul Ross State University,,,1,55,Galliformes,Phasianidae,Meleagris,gallopavo,Adult,44.49852,-104.30055,182,119,71,49,49,0,2,0,0,0,0,0,17,0,0,0,3,48
Factors Affecting Productivity in a Northern Wild Turkey Population,Vander Haegen,1983,1985,1988,The Journal of Wildlife Management,52,1,127,133,Galliformes,Phasianidae,Meleagris,gallopavo,Mulitple,42.19818,-73.23365,65,16,14,0,0,0,1,0,0,0,0,0,12,1,0,0,0,2
Population ecology of the Eastern Wild Turkey in Northern Missouri,Vangilder,1980,1989,1995,Wildlife Monographs,130,1,3,50,Galliformes,Phasianidae,Meleagris,gallopavo,Multiple,40.18431,-92.68271,327,153,143,41,9,32,0,0,0,0,0,0,102,0,0,0,0,10
"Use of Habitat and Perched, Causes of Mortality and Time Until Dispersal in Post-Fledging American Kestrels",Varland,1988,1990,1993,Journal of Field Ornithology,64,2,169,178,Falconiformes,Falconidae,Falco,sparverius,Juvenile,42.15060,-93.44914,16,15,13,0,0,0,2,0,0,0,0,0,9,0,0,2,0,2
"Environmental predictors of nestling condition, postfledging movement, and postfledging survival in a migratory songbird, the wood thrush ",Vernasco,2011,2014,2017,Auk,135,,15,24,Passeriformes,Turdidae,Hylocichla,mustelina,Juvenile,38.96488,-85.42261,210,61,32,0,0,0,0,0,0,0,0,5,27,0,0,0,0,29
"Survivorship, Habitat Use, and movements for two species of mature forest birds",Vitz,2004,2007,2008,Thesis: Ohio State University,,,1,181,Passeriformes,Parulidae,Seiurus,aurocapillus,Juvenile,39.21711,-82.30358,51,16,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6
"Survivorship, Habitat Use, and movements for two species of mature forest birds",Vitz,2004,2007,2008,Thesis: Ohio State University,,,1,181,Passeriformes,Parulidae,Helmitheros,vermivorus,Juvenile,39.21711,-82.30358,60,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11
Effects of Supplemental Food on Size and Survival of Juvenile Northern Goshawks,Ward,1992,1993,1996,Auk,113,1,200,208,Accipitriformes,Accipitridae,Accipiter,gentilis,Juvenile,35.50054,-105.99753,42,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2
Reproduction and survival of radio-marked hen ring-necked pheasants in Illinois,Warner,1972,1980,1983,The Journal of Wildlife Management,47,2,369,375,Galliformes,Phasianidae,Phasianus,colchicus,Adult,40.51155,-88.49905,26,25,10,0,0,0,0,0,0,0,0,3,7,0,0,0,0,15
"Dispersal, survival and causes of mortality in black grouse in northern England",Warren,1998,2000,2002,Wildlife Biology,8,2,91,97,Galliformes,Phasianidae,Tetrao,tetrix,Multiple,54.78308,-1.96301,70,26,26,0,0,0,0,3,0,0,0,0,20,3,0,0,0,0
Migration and winter ranges of ferruginous hawks from Washington,Watson,1999,2003,2003,"Final Report: Washington Dept of Fish and Wildlife, Olympia, Washington",,,1,50,Accipitriformes,Accipitridae,Buteo,regalis,Adult,46.37732,-118.91435,13,4,4,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
Migration and winter ranges of ferruginous hawks from Washington,Watson,1999,2003,2003,"Final Report: Washington Dept of Fish and Wildlife, Olympia, Washington",,,1,50,Accipitriformes,Accipitridae,Buteo,regalis,Juvenile,46.37732,-118.91435,15,7,6,1,1,0,0,0,0,0,0,0,1,0,0,4,0,1
Common raven juvenile survival in a human-augmented landscape,Webb,1999,2000,2004,Condor,106,3,517,528,Passeriformes,Corvidae,Corvus,corax,Juvenile,34.91566,-117.89215,90,82,70,0,0,0,0,0,0,0,0,18,52,0,0,0,0,12
Linking resource use with demography in a synanthropic population of common ravens,Webb,2002,2005,2011,Biological Conservation,144,9,2264,2273,Passeriformes,Corvidae,Corvus,corax,Adult,48.00377,-124.33416,60,24,15,6,6,0,0,0,0,0,0,0,7,0,2,0,0,9
Pattern and causes of natural mortality of capercaillie chicks in a fragmented boreal forest,Wegge,1986,1988,2007,Ann Zool Fennici,44,2,141,151,Galliformes,Phasianidae,Tetrao,urogallus,Juvenile,60.14917,12.45043,115,88,85,0,0,0,0,0,0,0,0,0,79,0,0,0,6,3
Survival of postfledging grassland birds in Missouri,Wells,2002,2004,2007,Condor,109,4,781,794,Passeriformes,Icteridae,Sturnella,magna,Juvenile,37.99880,-92.99988,107,30,26,0,0,0,0,0,0,0,0,0,21,0,0,0,5,4
Survival of postfledging grassland birds in Missouri,Wells,2002,2004,2007,Condor,109,4,781,794,Passeriformes,Cardinalidae,Spiza,americana,Juvenile,37.99880,-92.99988,155,69,55,0,0,0,0,0,0,0,0,0,39,0,7,0,9,14
"Post-fledging survival, resource selection, and dispersal of juvenile Swainson's thrushes in central coastal California",White,2000,2002,2005,Thesis: University of Missouri Columbia,,,1,187,Passeriformes,Turdidae,Catharus,ustulatus,Juvenile,37.83193,-122.50363,67,15,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4
Species-specific survival and relative habitat use in an urban landscape during the post-fledging period,Whittaker,2003,2005,2009,Auk,126,2,288,299,Passeriformes,Turdidae,Turdus,migratorius,Juvenile,47.56600,-122.14270,122,24,24,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0
"Juvenile survival, cause-specific mortality, and selected harvest trends of male eastern wild turkeys in Mississippi",Wieme,1998,2001,2001,Thesis: Mississippi State University,,,1,50,Galliformes,Phasianidae,Meleagris,gallopavo,Juvenile,33.26942,-88.78042,49,14,9,5,0,5,0,0,0,0,0,0,4,0,0,0,0,5
"Post-fledging survival of Northern goshawks: the importance of prey abundance, weather, and dispersal",Wiens,1998,2001,2006,Ecological Applications,16,1,406,418,Accipitriformes,Accipitridae,Accipiter,gentilis,Juvenile,36.57782,-112.25589,89,24,16,0,0,0,0,0,0,0,0,0,11,0,0,5,0,8
Survival and Movements of Fledgling Western Bluebirds,Wightman,2003,2004,2009,The Southwestern Naturalist,54,3,248,252,Passeriformes,Turdidae,Sialia,mexicana,Juvenile,36.30661,-113.67532,27,7,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
Survival of American Woodcock Chicks in Alabama,Wiley,1984,1985,1987,The Journal of Wildlife Management,51,3,583,586,Charadriiformes,Scolopacidae,Scolopax,minor,Juvenile,34.78943,-86.33798,36,11,9,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2
First-year movements by juvenile Mexican Spotted Owls in the Canyonlands of Utah,Willey,1992,1995,2000,Journal of Raptor Research,34,1,1,7,Strigiformes,Strigidae,Strix,occidentalis,Juvenile,37.29780,-113.02511,31,19,19,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0
Home Range and Habitat Selection of Spotted Owls in the Central Sierra Nevada,Williams,2006,2006,2011,The Journal of Wildlife Management,75,2,333,343,Strigiformes,Strigidae,Strix,occidentalis,Adult,39.52565,-120.62557,14,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
